tool_id,num_jobs,avg_runtime_seconds,median_runtime_seconds,p95_runtime_seconds,avg_allocated_memory_gb,median_allocated_memory_gb,p95_allocated_memory_gb,avg_job_cost,median_job_cost,p95_job_cost,avg_input_size_mb,median_input_size_mb,p95_input_size_mb
fgsea,11988,64,26,123,7.5,7.7,7.7,0.00108,0.00043,0.00204,4.3,1.0,13.0
filter1,200871,37,11,104,7.1,7.7,7.7,0.00060,0.00017,0.00163,188.7,1.0,283.0
filter_by_fasta_ids,14654,37,11,112,7.4,7.7,7.7,0.00060,0.00019,0.00177,238.7,2.0,1006.0
filter_tabular,6756,46,13,79,7.6,7.7,7.7,0.00077,0.00022,0.00134,106.9,2.0,135.0
filtlong,10585,49,12,159,24.4,7.7,51.2,0.00111,0.00034,0.00371,223.1,19.0,1192.0
find_diag_hits,1,18,18,18,3.8,3.8,3.8,0.00022,0.00022,0.00022,1.0,1.0,1.0
find_nested_alt_orfs,9,44,27,102,6.6,7.7,7.7,0.00072,0.00046,0.00174,21.3,1.0,83.4
flanking_features_1,989,114,15,338,12.4,15.4,15.4,0.00221,0.00034,0.00824,50.0,2.0,236.8
flash,2667,134,16,339,28.3,30.7,30.7,0.01202,0.00130,0.03080,662.7,102.0,2718.0
flye,5729,2219,800,7713,31.3,29.9,81.9,0.31331,0.06899,1.09461,1334.5,425.0,4669.0
fpocket,174,30,15,109,7.6,7.7,7.7,0.00050,0.00026,0.00168,1.1,1.0,2.0
freebayes,40179,1841,193,4575,32.8,30.7,30.7,0.17809,0.01830,0.45080,1573.4,139.0,5954.2
freebayes_wrapper,3,53,30,108,3.5,3.8,3.8,0.00064,0.00033,0.00133,1.0,1.0,1.0
freyja_aggregate_plot,2,46,46,47,7.7,7.7,7.7,0.00078,0.00078,0.00080,1.0,1.0,1.0
freyja_demix,46,117,108,195,7.7,7.7,7.7,0.00200,0.00185,0.00332,77.5,77.0,80.0
fsd,108,100,84,209,7.3,7.7,7.7,0.00168,0.00143,0.00355,39.7,39.0,92.3
fsd_beforevsafter,4,106,52,257,3.3,3.3,3.8,0.00121,0.00065,0.00287,1.0,1.0,1.0
fsd_regions,4,83,40,206,3.3,3.3,3.8,0.00095,0.00050,0.00231,1.0,1.0,1.0
galaxy_intermine_exchange,14,9,10,12,7.1,7.7,7.7,0.00015,0.00015,0.00020,2.6,1.0,9.9
gatk4_mutect2,1013,7587,1937,34477,28.3,30.0,30.7,0.64139,0.15751,2.78309,2513.4,436.0,9470.0
gd_calc_freq,52,95,36,421,7.7,7.7,7.7,0.00162,0.00061,0.00717,207.5,9.0,323.5
gd_evaluate_population_numbers,22,67,10,94,7.7,7.7,7.7,0.00114,0.00017,0.00159,271.6,18.0,1596.9
gd_rank_terms,21,36,33,66,7.6,7.7,7.7,0.00062,0.00056,0.00112,17.7,1.0,128.0
gd_raxml,410,9355,1020,50567,7.7,7.7,7.7,0.15922,0.01736,0.86062,19.7,2.0,94.0
gemini_annotate,344,186,42,544,6.0,7.7,7.7,0.00284,0.00065,0.00920,1572.7,280.0,5530.7
gemini_inheritance,271,67,24,151,8.8,7.7,11.1,0.00183,0.00058,0.00417,3302.9,350.0,17970.0
gemini_load,794,1388,100,5827,31.0,30.7,32.8,0.11396,0.00876,0.51278,89.1,1.0,674.5
gemini_query,444,117,20,444,6.8,7.7,7.7,0.00196,0.00032,0.00708,6564.3,353.0,55283.0
gene2exon1,1517,21,10,62,7.4,7.7,7.7,0.00034,0.00017,0.00104,41.2,1.0,34.0
genebed_maf_fasta2,99,3277,137,33673,7.6,7.7,7.7,0.05576,0.00233,0.57309,436.0,53.0,2916.7
generate_matrix_for_pca_and_lda1,11,8,9,10,6.9,7.7,7.7,0.00013,0.00012,0.00017,1.0,1.0,1.0
genetrack,81,1365,92,6212,7.0,7.7,7.7,0.02321,0.00157,0.10572,2187.1,88.0,10626.0
genomescope,402,146,42,534,6.9,7.7,7.7,0.00227,0.00068,0.00837,1.0,1.0,1.0
genotypestr,5,7,9,10,5.2,3.8,7.7,0.00010,0.00012,0.00014,1.0,1.0,1.0
genrich,1406,390,196,1485,14.8,15.4,15.4,0.01012,0.00508,0.03839,3894.5,2070.0,15153.3
get_flanks1,4676,21,11,55,7.6,7.7,7.7,0.00035,0.00019,0.00092,6.4,1.0,14.0
get_read_pipeline,48,248,58,727,7.7,7.7,7.7,0.00421,0.00098,0.01237,1119.3,410.0,3473.5
getalleleseq,23,19,9,15,6.9,7.7,7.7,0.00026,0.00015,0.00019,3.0,1.0,2.0
getindels_2way,3,85,108,130,6.4,7.7,7.7,0.00142,0.00184,0.00222,47.7,71.0,71.0
gfa_to_fa,2601,26,9,85,6.9,7.7,7.7,0.00039,0.00015,0.00114,33.9,1.0,23.0
gfastats,1978,337,11,103,12.4,15.4,16.4,0.01005,0.00029,0.00318,354.0,11.0,1359.0
gff2bed1,2763,33,13,118,7.4,7.7,7.7,0.00055,0.00022,0.00194,112.2,3.0,610.0
gff3.rebase,85,42,15,186,7.5,7.7,7.7,0.00072,0.00026,0.00316,31.2,12.0,144.2
gff_filter_by_attribute,551,90,30,240,7.4,7.7,7.7,0.00152,0.00049,0.00410,498.5,42.0,1142.0
gff_filter_by_feature_count,6,16,16,24,5.7,5.7,7.7,0.00024,0.00023,0.00033,136.7,1.0,611.5
gff_to_prot,304,41,18,118,7.5,7.7,7.7,0.00069,0.00031,0.00195,9.9,2.0,11.0
gffcompare,2267,79,48,213,7.3,7.7,7.7,0.00130,0.00080,0.00355,687.1,164.0,2160.5
gffcompare_to_bed,665,31,18,100,7.2,7.7,7.7,0.00051,0.00030,0.00160,163.3,65.0,1030.6
gffread,6879,201,15,130,9.3,7.7,35.0,0.00360,0.00027,0.00235,408.3,54.0,2714.2
ggplot2_heatmap,1867,141,24,265,7.5,7.7,7.7,0.00237,0.00041,0.00426,1.6,1.0,3.0
ggplot2_heatmap2,29351,186,12,184,15.3,15.4,15.4,0.00491,0.00032,0.00484,1.1,1.0,1.0
ggplot2_histogram,419,50,18,204,7.4,7.7,7.7,0.00084,0.00031,0.00347,11.0,1.0,33.3
ggplot2_pca,2691,130,21,210,7.3,7.7,7.7,0.00217,0.00036,0.00350,4.2,1.0,11.0
ggplot2_point,3874,55,15,182,7.5,7.7,7.7,0.00092,0.00026,0.00307,10.8,1.0,6.0
ggplot2_violin,756,51,14,124,7.5,7.7,7.7,0.00086,0.00024,0.00199,4.2,1.0,6.0
gmaj_1,26,18,11,20,7.3,7.7,7.7,0.00029,0.00018,0.00035,319.8,4.5,1467.0
gmx_editconf,715,24,11,81,7.5,7.7,7.7,0.00040,0.00019,0.00139,1.8,1.0,5.0
gmx_em,426,278,60,1011,29.4,30.0,30.7,0.02682,0.00573,0.09156,5.5,2.0,21.2
gmx_energy,318,15,10,44,7.7,7.7,7.7,0.00025,0.00017,0.00075,2.3,1.0,8.0
gmx_makendx,17,17,10,47,7.2,7.7,7.7,0.00028,0.00017,0.00080,2.5,2.0,5.0
gmx_merge_topology_files,231,45,18,161,7.6,7.7,7.7,0.00075,0.00031,0.00274,1.5,1.0,3.0
gmx_restraints,7,33,11,123,7.7,7.7,7.7,0.00057,0.00019,0.00208,2.4,2.0,4.0
gmx_rg,5,13,10,27,7.7,7.7,7.7,0.00023,0.00017,0.00046,4.0,4.0,4.0
gmx_setup,639,49,16,140,7.4,7.7,7.7,0.00082,0.00027,0.00238,1.0,1.0,1.0
gmx_sim,990,7634,894,35567,24.1,29.9,30.7,0.56607,0.06609,2.53890,6.3,4.0,23.6
gmx_solvate,493,24,14,81,7.4,7.7,7.7,0.00039,0.00024,0.00138,1.8,1.0,6.0
gmx_trj,4,367,208,801,7.7,7.7,7.7,0.00625,0.00354,0.01364,8129.5,5997.0,16686.2
goenrichment,3349,181,68,305,7.2,7.7,7.7,0.00296,0.00114,0.00461,68.8,44.0,146.0
gops_basecoverage_1,775,31,11,69,7.5,7.7,7.7,0.00048,0.00019,0.00111,14.4,1.0,20.3
gops_cluster_1,1613,62,16,206,7.6,7.7,7.7,0.00106,0.00027,0.00349,22.7,3.0,30.0
gops_complement_1,300,15,2,68,7.5,7.7,7.7,0.00026,0.00003,0.00116,18.8,1.0,13.0
gops_concat_1,36671,17,9,39,7.6,7.7,7.7,0.00029,0.00015,0.00065,3.4,1.0,1.0
gops_coverage_1,1920,101,14,700,7.6,7.7,7.7,0.00170,0.00024,0.01191,94.8,1.0,442.0
gops_intersect_1,28853,100,13,313,7.5,7.7,7.7,0.00168,0.00022,0.00527,101.0,1.0,543.6
gops_join_1,23169,401,21,377,11.6,7.7,15.4,0.00921,0.00042,0.00820,17.8,3.0,49.0
gops_merge_1,37650,14,9,38,7.6,7.7,7.7,0.00024,0.00015,0.00065,2.3,1.0,1.0
gops_subtract_1,39363,22,9,40,7.6,7.7,7.7,0.00036,0.00015,0.00068,9.9,1.0,1.0
goseq,9523,220,121,469,7.3,7.7,7.7,0.00352,0.00199,0.00749,2.4,1.0,4.0
goslimmer,168,67,61,121,7.5,7.7,7.7,0.00112,0.00102,0.00185,93.3,57.0,145.9
gprofiler_convert,132,117,79,435,6.9,7.7,7.7,0.00195,0.00133,0.00740,2.4,1.0,7.4
gprofiler_gost,4016,92,18,209,7.6,7.7,7.7,0.00155,0.00031,0.00351,1.1,1.0,1.0
gprofiler_orth,113,145,55,520,7.4,7.7,7.7,0.00246,0.00094,0.00884,2.9,1.0,8.0
gprofiler_snpense,74,85,24,385,6.7,7.7,7.7,0.00133,0.00041,0.00655,5.1,1.0,30.8
graphembed,3,96,110,112,5.1,3.8,7.3,0.00128,0.00135,0.00138,11.3,1.0,28.9
graphlan,417,1282,20,2486,6.6,7.7,7.7,0.02166,0.00032,0.04231,20.2,1.0,23.4
graphlan_annotate,336,233,23,829,6.9,7.7,7.7,0.00392,0.00036,0.01396,3.7,2.0,7.0
grep1,117377,31,13,83,6.6,7.7,7.7,0.00047,0.00020,0.00123,513.2,13.0,1185.0
gromacs_extract_topology,3,12,12,13,7.6,7.7,7.7,0.00020,0.00020,0.00022,1.0,1.0,1.0
gromacs_modify_topology,6,50,14,142,7.7,7.7,7.7,0.00084,0.00025,0.00241,1.7,2.0,2.0
grouping1,42138,69,13,66,7.6,7.7,7.7,0.00116,0.00022,0.00111,291.6,1.0,92.0
gtf_filter_by_attribute_values_list,546,57,33,158,7.4,7.7,7.7,0.00092,0.00056,0.00269,444.9,275.5,1390.0
gtftobed12,4039,42,21,99,7.0,7.7,7.7,0.00064,0.00036,0.00148,454.3,159.0,1406.0
gubbins,406,2334,222,9524,32.2,30.7,44.2,0.37495,0.02165,0.99405,110.5,51.0,354.0
heatmap,207,135,13,135,8.0,7.7,12.3,0.00230,0.00022,0.00231,2.1,1.0,4.0
heatmap_1,27,30,11,107,2.8,2.8,2.8,0.00033,0.00012,0.00119,1.9,1.0,5.1
heinz,85,48,25,57,29.8,30.7,30.7,0.00434,0.00211,0.00630,1.0,1.0,1.0
heinz_bum,101,42,23,90,7.5,7.7,7.7,0.00071,0.00039,0.00114,1.0,1.0,1.0
heinz_scoring,90,35,14,96,7.5,7.7,7.7,0.00057,0.00023,0.00118,1.0,1.0,1.0
heinz_visualization,86,37,11,135,7.6,7.7,7.7,0.00062,0.00019,0.00217,1.0,1.0,1.0
heteroprob,3,5,7,9,3.5,3.8,3.8,0.00007,0.00009,0.00011,1.0,1.0,1.0
hgv_david,1782,14,9,42,7.3,7.7,7.7,0.00022,0.00015,0.00068,19.5,1.0,16.0
hgv_hilbertvis,65,18,11,50,7.7,7.7,7.7,0.00031,0.00019,0.00085,507.6,57.0,1808.0
hgv_ldtools,23,154,26,125,7.3,7.7,7.7,0.00261,0.00044,0.00214,5.7,2.0,14.8
hgv_linktogprofile,508,17,9,58,7.4,7.7,7.7,0.00028,0.00015,0.00095,45.0,1.0,60.3
hgv_sift,31,23,11,118,7.6,7.7,7.7,0.00039,0.00019,0.00202,651.7,3.0,4928.0
hgv_snpfreq,9,31,17,90,6.7,7.7,7.7,0.00051,0.00026,0.00153,1.2,1.0,2.2
hhsearch,14,1384,252,5494,9.0,7.7,15.7,0.02206,0.00556,0.09350,33.8,1.0,162.0
hicexplorer_hicplottads,12,85,61,230,7.7,7.7,7.7,0.00144,0.00104,0.00392,186.3,5.0,853.4
hicup2juicer,33,121,51,334,7.7,7.7,7.7,0.00205,0.00087,0.00569,244.3,97.0,598.0
hicup_deduplicator,23,137,33,617,7.5,7.7,7.7,0.00215,0.00056,0.00699,1293.3,1890.0,2347.2
hicup_digester,11,89,13,386,7.2,7.7,7.7,0.00144,0.00022,0.00635,1375.8,280.0,6065.0
hicup_filter,3,1122,1441,1849,6.0,7.7,7.7,0.01627,0.01605,0.03061,1314.3,1252.0,2546.2
hicup_hicup,34,30446,14556,96402,7.7,7.7,7.7,0.51818,0.24773,1.64071,5027.9,4102.5,9181.0
hicup_mapper,11,9552,954,36354,10.8,7.7,24.6,0.16830,0.06210,0.61872,5299.5,1420.0,22109.0
hicup_truncater,5,18813,3281,48329,6.7,7.7,7.7,0.31913,0.05584,0.82254,19149.0,4127.0,47253.4
hifiasm,278,7330,712,43706,123.3,125.0,194.6,3.94273,0.17660,19.70772,24189.7,3503.0,124485.3
hifive,6,208,170,409,30.7,30.7,30.7,0.01826,0.01492,0.03601,869.7,588.5,2202.8
hisat2,336034,1281,592,4271,29.0,30.0,30.7,0.12071,0.05341,0.40542,2805.7,1199.0,9787.3
histogram_rpy,2792,41,14,114,7.5,7.7,7.7,0.00069,0.00024,0.00187,30.1,1.0,88.0
htseq_count,87636,4898,2600,17438,15.5,15.4,15.4,0.13071,0.06968,0.46340,2089.7,1367.0,6251.0
humann,2,24505,24504,44309,92.2,92.2,92.2,3.94434,3.94434,7.13222,2853.0,2853.0,3612.6
humann_regroup_table,1,164,164,164,7.7,7.7,7.7,0.00279,0.00279,0.00279,510.0,510.0,510.0
humann_rename_table,9,61,16,187,7.1,7.7,7.7,0.00099,0.00027,0.00319,327.1,1.0,1615.0
humann_renorm_table,7,76,16,176,4.2,2.8,7.7,0.00087,0.00024,0.00196,1.0,1.0,1.0
humann_split_stratified_table,2,38,38,57,5.2,5.2,7.4,0.00059,0.00059,0.00096,1.0,1.0,1.0
humann_unpack_pathways,23,56,39,133,7.0,7.7,7.7,0.00091,0.00066,0.00225,36.5,34.0,36.0
hyphy_absrel,60,9589,838,45220,18.5,29.9,30.7,0.82654,0.01224,3.97909,1.0,1.0,1.0
hyphy_annotate,34,19,13,48,7.4,7.7,7.7,0.00031,0.00021,0.00073,1.0,1.0,1.0
hyphy_bgm,44,20634,162,102934,6.1,7.5,7.7,0.35106,0.00276,1.75188,5.1,1.0,21.0
hyphy_busted,28,6138,1136,35305,5.9,7.7,7.7,0.10224,0.01663,0.60086,1.0,1.0,1.0
hyphy_cfel,7,756,360,1925,7.1,7.7,7.7,0.01262,0.00443,0.03277,1.0,1.0,1.0
hyphy_conv,84,263,16,1551,7.4,7.7,7.7,0.00447,0.00027,0.02641,88.2,1.0,623.7
hyphy_fade,21,1562,759,8589,4.6,3.8,7.7,0.02377,0.00934,0.14618,1.0,1.0,1.0
hyphy_fel,43,4652,444,27367,19.9,29.9,30.7,0.39253,0.00894,2.40556,2.1,1.0,8.0
hyphy_fubar,40,1454,414,5167,7.5,7.7,7.7,0.02466,0.00704,0.08794,3.7,1.0,21.0
hyphy_gard,16,25492,5861,105500,27.7,29.9,30.7,2.33239,0.73157,9.19046,2.1,1.0,6.0
hyphy_meme,64,10015,774,44808,30.1,30.7,30.7,0.89713,0.06773,3.94279,3.3,1.0,9.9
hyphy_prime,12,66757,64208,127148,7.7,7.7,7.7,1.13616,1.09280,2.16399,1.0,1.0,1.0
hyphy_relax,74,960,821,2174,30.4,30.7,30.7,0.08869,0.08026,0.18873,1.0,1.0,1.0
hyphy_slac,370,5037,3522,16538,7.7,7.7,7.7,0.13763,0.06035,0.36155,2.6,2.0,8.0
hyphy_strike_ambigs,169,92,27,267,7.4,7.7,7.7,0.00152,0.00044,0.00451,7.5,1.0,23.0
hyphy_summary,15,122,75,295,5.6,3.8,7.7,0.00192,0.00092,0.00503,2.3,1.0,5.0
idba_hybrid,3,615,32,1611,5.1,3.8,7.3,0.01037,0.00039,0.02740,85.0,1.0,227.8
idba_tran,45,2285,352,10171,6.6,7.7,7.7,0.03817,0.00455,0.17310,223.7,26.0,790.8
idba_ud,66,4048,1242,17769,7.4,7.7,7.7,0.06888,0.02113,0.30243,200.5,143.0,654.5
idr,766,257,59,928,7.5,7.7,7.7,0.00424,0.00099,0.01478,17.2,3.0,93.8
in_silico_complementation,54,32,11,47,7.7,7.7,7.7,0.00055,0.00019,0.00081,17.4,1.0,82.1
indelrates_3way,1,44,44,44,3.8,3.8,3.8,0.00054,0.00054,0.00054,1.0,1.0,1.0
indels_3way,2,79,79,142,5.2,5.2,7.4,0.00132,0.00132,0.00242,33.0,33.0,61.8
interval2maf1,175,93,16,86,26.5,30.7,30.7,0.00188,0.00066,0.00339,233.3,1.0,712.8
interval_maf_merged_fasta2,87,1126,29,2995,7.4,7.7,7.7,0.01855,0.00049,0.04473,222.3,2.0,419.3
intervene_pairwise,964,712,66,2084,7.6,7.7,7.7,0.01211,0.00110,0.03547,43.9,11.0,150.9
intervene_upset,1492,290,33,619,7.5,7.7,7.7,0.00479,0.00056,0.01038,32.8,3.0,59.4
ip_landmark_registration,1,25,25,25,3.8,3.8,3.8,0.00031,0.00031,0.00031,1.0,1.0,1.0
iqtree,3229,5473,140,35117,29.9,30.7,30.7,0.48343,0.01302,3.10400,19.0,1.0,68.0
isoformswitchanalyzer,152,936,382,3660,7.0,7.7,7.7,0.01432,0.00606,0.05368,340.0,47.0,1720.6
iterative_map_pipeline,33,1159,152,2272,7.7,7.7,7.7,0.01972,0.00259,0.03866,439.6,72.0,1404.0
iuc_pear,1803,229,49,883,29.0,29.9,30.7,0.02094,0.00470,0.08130,2935.6,345.0,12811.4
ivar_consensus,19964,75,19,374,9.0,7.7,31.1,0.00133,0.00036,0.00652,165.9,17.0,594.5
ivar_filtervariants,99,19,10,46,7.4,7.7,7.7,0.00030,0.00017,0.00078,1849.6,1.0,2611.7
ivar_getmasked,9,268,13,1396,6.7,7.7,7.7,0.00454,0.00017,0.02376,136.8,1.0,730.8
ivar_removereads,19758,349,71,664,7.6,7.7,7.7,0.00593,0.00121,0.01125,87.3,82.0,180.0
ivar_trim,39540,83,35,263,35.2,30.7,46.1,0.00843,0.00326,0.02767,79.0,42.0,226.0
ivar_variants,7808,234,54,817,8.3,7.7,7.7,0.00408,0.00094,0.01417,261.4,48.0,894.7
iwtomics_loadandplot,6,48,39,89,6.9,7.5,7.7,0.00074,0.00067,0.00116,1.0,1.0,1.0
iwtomics_plotwithscale,2,21,21,25,5.8,5.8,7.5,0.00032,0.00032,0.00042,1.0,1.0,1.0
iwtomics_testandplot,3,39,36,52,6.4,7.7,7.7,0.00062,0.00061,0.00089,1.0,1.0,1.0
jasminesv,28,84,36,243,19.9,29.9,30.7,0.00650,0.00109,0.02141,82.8,32.5,283.9
jbrowse,9406,152,44,414,7.9,7.7,11.7,0.00266,0.00076,0.00724,786.0,12.0,2563.2
jbrowse_to_standalone,126,135,27,901,7.6,7.7,7.7,0.00230,0.00046,0.01533,1150.8,108.0,4559.5
jcvi_gff_stats,415,132,56,468,6.7,7.7,7.7,0.00250,0.00096,0.00799,151.2,17.0,637.4
join1,74285,67,13,142,15.4,15.4,15.4,0.00178,0.00034,0.00375,79.6,3.0,241.0
jq,138,79,12,330,7.5,7.7,7.7,0.00134,0.00020,0.00563,522.4,1.0,2225.1
jvarkit_wgscoverageplotter,6997,165,23,1049,7.5,7.7,7.7,0.00274,0.00039,0.01750,472.5,30.0,2491.4
kallisto_pseudo,429,542,371,1559,27.9,30.0,30.7,0.04882,0.03183,0.14289,8315.5,3474.0,33448.6
kallisto_quant,28975,627,486,1441,29.7,30.1,30.7,0.06005,0.04509,0.14785,3446.6,2037.0,10712.9
karyotype_plot_1,43,206,18,549,7.7,7.7,7.7,0.00351,0.00031,0.00934,6.3,1.0,22.6
kc-align,3686,12,9,26,15.3,15.4,15.4,0.00031,0.00024,0.00071,1.0,1.0,1.0
kcca1,1,2034,2034,2034,7.7,7.7,7.7,0.03462,0.03462,0.03462,1.0,1.0,1.0
keras_batch_models,8,49,52,66,4.3,3.8,6.3,0.00062,0.00068,0.00081,1.0,1.0,1.0
keras_model_builder,211,160,41,345,7.3,7.7,7.7,0.00256,0.00068,0.00539,1.0,1.0,1.0
keras_train_and_eval,114,377,90,1490,28.3,30.0,30.7,0.03459,0.00797,0.13649,116.9,44.5,505.0
khmer_abundance_distribution,10,77,78,136,6.1,7.6,7.7,0.00112,0.00118,0.00175,1440.3,19.0,3866.5
khmer_abundance_distribution_single,317,354,51,1799,7.6,7.7,7.7,0.00618,0.00090,0.03061,309.7,21.0,1771.0
khmer_count_median,5,179,22,553,6.1,7.7,7.7,0.00285,0.00037,0.00922,2450.0,3815.0,4427.4
khmer_extract_partitions,2,160,160,294,3.8,3.8,3.8,0.00196,0.00196,0.00362,1.0,1.0,1.0
khmer_filter_abundance,5,2228,54,8814,4.6,3.8,6.9,0.03778,0.00066,0.14996,12102.2,19.0,48351.8
khmer_filter_below_abundance_cutoff,4,55,44,92,5.8,5.8,7.7,0.00076,0.00063,0.00113,2114.3,1910.5,4512.8
khmer_normalize_by_median,47,4120,3280,9918,7.2,7.7,7.7,0.06997,0.05582,0.16879,8873.3,2084.0,19625.0
khmer_partition,31,5955,50,41611,7.4,7.7,7.7,0.10135,0.00085,0.70821,375.6,6.0,3372.0
kobas_annotate,4,88,70,136,2.8,2.8,2.8,0.00098,0.00079,0.00152,1148.0,1148.0,1148.0
kobas_identify,3,31,20,55,4.4,2.8,7.2,0.00037,0.00022,0.00062,776.3,1163.0,1163.0
kpca1,14,4192,547,17452,7.6,7.7,7.7,0.07134,0.00931,0.29703,1.3,1.0,2.0
kraken,4722,3603,264,22179,83.1,30.7,192.5,1.70146,0.03300,11.40945,795.6,75.5,3319.2
kraken-filter,987,145,22,626,7.6,7.7,7.7,0.00246,0.00037,0.01051,164.3,5.0,881.6
kraken-mpa-report,609,109,46,320,7.5,7.7,7.7,0.00182,0.00078,0.00544,1644.1,33.0,6828.6
kraken-report,7137,58,36,143,7.6,7.7,7.7,0.00097,0.00061,0.00240,355.4,14.0,2798.0
kraken-translate,2774,72,33,150,7.6,7.7,7.7,0.00123,0.00056,0.00252,233.6,5.0,1162.4
kraken2,41544,484,18,2669,69.3,30.7,253.0,0.14912,0.00260,0.80412,552.1,23.0,2804.0
kraken2tax,9397,39,24,109,7.5,7.7,7.7,0.00064,0.00041,0.00179,184.5,10.0,849.4
kraken_taxonomy_report,1738,155,70,525,7.4,7.7,7.7,0.00256,0.00117,0.00877,1165.9,25.0,5278.2
krakentools_kreport2krona,2895,47,11,144,5.9,7.7,7.7,0.00067,0.00019,0.00197,83.3,1.0,119.0
krona-text,1389,32,11,99,7.7,7.7,7.7,0.00055,0.00019,0.00168,29.0,1.0,87.6
ks_distribution,4,13,12,16,6.7,7.7,7.7,0.00020,0.00020,0.00021,1.0,1.0,1.0
lastz_d_wrapper,25,120,9,988,5.8,7.7,7.7,0.00203,0.00011,0.01682,14.7,1.0,136.8
lastz_wrapper_2,72673,177,42,365,30.4,30.7,30.7,0.01645,0.00370,0.03493,13.9,6.0,6.0
lca1,6,42,10,106,3.3,3.3,3.8,0.00047,0.00012,0.00119,1.0,1.0,1.0
lda_analy1,3,51,58,63,4.8,3.8,7.3,0.00066,0.00065,0.00078,1.0,1.0,1.0
length_and_gc_content,766,524,326,1395,7.2,7.7,7.7,0.00817,0.00528,0.02267,568.5,159.0,1757.0
liftover1,2309,146,15,325,7.7,7.7,7.7,0.00249,0.00026,0.00553,147.0,1.0,573.8
limma_voom,14864,246,91,620,7.5,7.7,7.7,0.00408,0.00153,0.01047,19.2,3.0,42.0
linearregression1,17,46,13,170,7.1,7.7,7.7,0.00077,0.00022,0.00289,4.9,1.0,14.6
list_spaln_tables,126,29,25,38,7.6,7.7,7.7,0.00047,0.00043,0.00065,9.7,2.0,2.0
lofreq_alnqual,457,2309,71,11004,7.1,7.7,7.7,0.03908,0.00116,0.18728,1196.2,14.0,7583.0
lofreq_call,70976,576,112,1322,35.3,30.7,46.1,0.05546,0.01033,0.13738,161.2,39.0,227.0
lofreq_filter,60578,13,9,26,7.6,7.7,7.7,0.00022,0.00015,0.00044,1.4,1.0,1.0
lofreq_indelqual,46590,49,20,103,7.7,7.7,7.7,0.00085,0.00034,0.00180,113.2,27.0,230.0
lofreq_viterbi,49601,95,25,308,34.2,30.7,46.1,0.00926,0.00229,0.03109,118.4,29.0,290.0
macs2_bdgbroadcall,1214,135,60,497,7.6,7.7,7.7,0.00228,0.00102,0.00846,969.5,238.0,4608.9
macs2_bdgcmp,1351,594,272,2164,7.5,7.7,7.7,0.01004,0.00458,0.03682,1727.5,1017.0,6112.5
macs2_bdgdiff,1111,592,435,1725,7.8,7.7,7.7,0.01016,0.00745,0.02970,3086.5,2469.0,8221.0
macs2_bdgpeakcall,2349,90,46,296,7.6,7.7,7.7,0.00151,0.00078,0.00484,642.8,226.0,2318.0
macs2_callpeak,63329,950,496,3192,8.1,7.7,15.4,0.01653,0.00861,0.05521,3282.8,1718.0,11737.0
macs2_filterdup,841,372,225,1142,7.5,7.7,7.7,0.00624,0.00383,0.01935,1932.2,1358.0,5562.0
macs2_predictd,2604,412,204,1347,7.5,7.7,7.7,0.00694,0.00344,0.02289,3509.8,2080.0,11592.5
macs2_randsample,138,463,210,1200,7.3,7.7,7.7,0.00786,0.00358,0.02042,1464.5,1119.5,4267.0
macs2_refinepeak,113,812,287,2303,7.6,7.7,7.7,0.01382,0.00488,0.03920,1857.7,1289.0,5818.0
maf_by_block_number1,9,32,14,107,7.7,7.7,7.7,0.00055,0.00024,0.00183,1061.9,1674.0,1674.0
maf_filter,34,1667,35,8286,6.5,7.7,7.7,0.02828,0.00060,0.14102,503.6,122.5,2398.0
maf_limit_size1,32,32,18,98,7.4,7.7,7.7,0.00054,0.00032,0.00166,153.4,134.5,318.0
maf_limit_to_species1,124,31,20,85,7.6,7.7,7.7,0.00053,0.00033,0.00145,83.3,54.5,326.5
maf_reverse_complement_1,33,20,20,26,7.1,7.7,7.7,0.00032,0.00034,0.00044,2.4,1.0,5.4
maf_stats1,35,2735,33,16923,7.1,7.7,7.7,0.04619,0.00049,0.28803,91.6,1.0,29.3
maf_thread_for_species1,31,28,13,83,5.4,7.5,7.7,0.00037,0.00020,0.00114,12.4,1.0,54.5
maf_to_bed1,375,35,11,112,7.6,7.7,7.7,0.00059,0.00019,0.00178,189.6,10.0,2114.0
maf_to_fasta1,2089,617,31,919,7.5,7.7,7.7,0.01006,0.00053,0.01537,94.8,1.0,281.6
maf_to_interval1,18,214,33,1102,6.8,7.7,7.7,0.00359,0.00056,0.01876,271.5,2.0,1530.2
mageck_count,546,821,104,2825,6.7,7.7,7.7,0.01185,0.00163,0.04612,4512.6,332.0,20860.0
mageck_mle,54,2306,1442,7126,6.8,7.7,7.7,0.03787,0.02329,0.12128,3.6,2.0,16.0
mageck_test,606,144,90,335,6.4,7.7,7.7,0.00218,0.00136,0.00486,3.1,2.0,10.0
make_families,270,924,362,3355,7.7,7.7,7.7,0.01572,0.00617,0.05711,6672.1,3477.0,20728.0
maker,2094,12469,2612,68012,29.5,30.7,30.7,1.13762,0.23305,6.32714,221.6,11.0,568.5
maker_map_ids,443,40,15,126,7.3,7.7,7.7,0.00066,0.00026,0.00193,33.7,4.0,87.4
mash_sketch,9,26,11,86,2.8,2.8,2.8,0.00029,0.00012,0.00096,1.0,1.0,1.0
